origin;destination;airline;departure;arrival;price;time
KIN-Jamaica;MEL-Austrália;Qatar Airways;03/04/2022 15:00:00 (-06:00);04/04/2022 03:00:00 (+02:00);3547.0;4.0
KIN-Jamaica;MEL-Austrália;Gol Airlines;25/04/2022 14:00:00 (+10:00);25/04/2022 19:00:00 (+10:00);2155.0;5.0
KIN-Jamaica;MEL-Austrália;United Airlines;30/04/2022 04:00:00 (+05:00);30/04/2022 09:00:00 (-01:00);2428.0;11.0
KIN-Jamaica;MEL-Austrália;Ethiopian Airlines;09/04/2022 02:00:00 (-01:00);09/04/2022 13:00:00 (-04:00);4410.0;14.0
KIN-Jamaica;MEL-Austrália;Lufthansa;04/04/2022 20:00:00 (Z);05/04/2022 02:00:00 (-12:00);4815.0;18.0
KIN-Jamaica;MEL-Austrália;AirCanada;23/04/2022 04:00:00 (-03:00);24/04/2022 03:00:00 (+01:00);3592.0;19.0
KIN-Jamaica;MEL-Austrália;Emirates;27/04/2022 15:00:00 (+05:00);28/04/2022 18:00:00 (+12:00);3600.0;20.0
KIN-Jamaica;MEL-Austrália;LATAM Airlines;15/04/2022 19:00:00 (-01:00);16/04/2022 13:00:00 (-05:00);2044.0;22.0
KIN-Jamaica;MEL-Austrália;American Airlines;19/04/2022 02:00:00 (+09:00);20/04/2022 01:00:00 (+09:00);3052.0;23.0
KIN-Jamaica;YYC-Canada;LATAM Airlines;26/04/2022 23:00:00 (+09:00);26/04/2022 03:00:00 (-12:00);3171.0;1.0
KIN-Jamaica;YYC-Canada;Emirates;20/04/2022 11:00:00 (+12:00);20/04/2022 20:00:00 (+12:00);3113.0;9.0
KIN-Jamaica;YYC-Canada;American Airlines;01/04/2022 11:00:00 (+01:00);02/04/2022 02:00:00 (+06:00);3893.0;10.0
KIN-Jamaica;YYC-Canada;United Airlines;18/04/2022 07:00:00 (Z);18/04/2022 19:00:00 (-02:00);2990.0;14.0
KIN-Jamaica;YYC-Canada;Gol Airlines;07/04/2022 18:00:00 (+06:00);08/04/2022 06:00:00 (+02:00);4472.0;16.0
KIN-Jamaica;YYC-Canada;Qatar Airways;26/04/2022 20:00:00 (-04:00);28/04/2022 03:00:00 (+08:00);3792.0;19.0
KIN-Jamaica;YYC-Canada;Lufthansa;19/04/2022 07:00:00 (-05:00);20/04/2022 07:00:00 (-01:00);3757.0;20.0
KIN-Jamaica;YYC-Canada;AirCanada;29/04/2022 15:00:00 (-08:00);30/04/2022 09:00:00 (-11:00);2454.0;21.0
KIN-Jamaica;YYC-Canada;Ethiopian Airlines;24/04/2022 19:00:00 (-03:00);25/04/2022 12:00:00 (-07:00);3693.0;21.0
KIN-Jamaica;YYC-Canada;AirFrance;03/04/2022 04:00:00 (-02:00);04/04/2022 07:00:00 (+02:00);3249.0;23.0
MEL-Austrália;LIS-Portugal;AirFrance;23/04/2022 03:00:00 (-05:00);22/04/2022 22:00:00 (-11:00);2459.0;1.0
MEL-Austrália;LIS-Portugal;LATAM Airlines;15/04/2022 19:00:00 (-10:00);16/04/2022 18:00:00 (+12:00);2707.0;1.0
MEL-Austrália;LIS-Portugal;Emirates;12/04/2022 08:00:00 (+01:00);12/04/2022 19:00:00 (+10:00);4527.0;2.0
MEL-Austrália;LIS-Portugal;American Airlines;18/04/2022 03:00:00 (-08:00);18/04/2022 18:00:00 (-03:00);2507.0;10.0
MEL-Austrália;LIS-Portugal;AirCanada;20/04/2022 04:00:00 (-05:00);20/04/2022 12:00:00 (-12:00);3165.0;15.0
MEL-Austrália;LIS-Portugal;Lufthansa;25/04/2022 17:00:00 (-05:00);26/04/2022 19:00:00 (+06:00);4276.0;15.0
MEL-Austrália;LIS-Portugal;Qatar Airways;16/04/2022 02:00:00 (-04:00);17/04/2022 01:00:00 (+03:00);2795.0;16.0
MEL-Austrália;LIS-Portugal;United Airlines;14/04/2022 03:00:00 (-06:00);15/04/2022 01:00:00 (-02:00);2755.0;18.0
MEL-Austrália;LIS-Portugal;Gol Airlines;30/04/2022 20:00:00 (+10:00);01/05/2022 14:00:00 (+09:00);4052.0;19.0
MEL-Austrália;LIS-Portugal;Ethiopian Airlines;28/04/2022 11:00:00 (-10:00);29/04/2022 21:00:00 (Z);2878.0;24.0
MEX-México;FEN-Brasil;Lufthansa;11/04/2022 13:00:00 (+09:00);11/04/2022 07:00:00 (-03:00);4432.0;6.0
MEX-México;FEN-Brasil;United Airlines;09/04/2022 10:00:00 (+11:00);09/04/2022 06:00:00 (Z);3476.0;7.0
MEX-México;FEN-Brasil;Qatar Airways;07/04/2022 00:00:00 (-03:00);07/04/2022 14:00:00 (-05:00);3233.0;16.0
MEX-México;FEN-Brasil;Gol Airlines;20/04/2022 00:00:00 (+08:00);20/04/2022 00:00:00 (-09:00);4099.0;17.0
MEX-México;FEN-Brasil;AirCanada;20/04/2022 02:00:00 (-05:00);20/04/2022 20:00:00 (-04:00);4624.0;17.0
MEX-México;FEN-Brasil;Emirates;28/04/2022 23:00:00 (-01:00);29/04/2022 11:00:00 (-09:00);2932.0;20.0
MEX-México;FEN-Brasil;LATAM Airlines;08/04/2022 11:00:00 (+03:00);08/04/2022 21:00:00 (-08:00);3620.0;21.0
MEX-México;FEN-Brasil;Ethiopian Airlines;03/04/2022 21:00:00 (+10:00);04/04/2022 00:00:00 (-08:00);4078.0;21.0
MEX-México;FEN-Brasil;AirFrance;13/04/2022 15:00:00 (+08:00);14/04/2022 12:00:00 (+07:00);4506.0;22.0
MEX-México;FEN-Brasil;American Airlines;12/04/2022 05:00:00 (-02:00);13/04/2022 08:00:00 (+02:00);3785.0;23.0
MEX-México;GRU-Brasil;Emirates;14/04/2022 18:00:00 (-01:00);14/04/2022 14:00:00 (-07:00);4018.0;2.0
MEX-México;GRU-Brasil;AirFrance;05/04/2022 15:00:00 (-07:00);06/04/2022 12:00:00 (+08:00);2455.0;6.0
MEX-México;GRU-Brasil;AirCanada;16/04/2022 21:00:00 (+03:00);17/04/2022 00:00:00 (-01:00);2372.0;7.0
MEX-México;GRU-Brasil;United Airlines;05/04/2022 19:00:00 (-11:00);06/04/2022 06:00:00 (-10:00);4667.0;10.0
MEX-México;GRU-Brasil;Lufthansa;13/04/2022 22:00:00 (-04:00);14/04/2022 04:00:00 (-09:00);3943.0;11.0
MEX-México;GRU-Brasil;Ethiopian Airlines;29/04/2022 21:00:00 (+10:00);29/04/2022 20:00:00 (-06:00);3355.0;15.0
MEX-México;GRU-Brasil;Qatar Airways;14/04/2022 10:00:00 (-04:00);14/04/2022 22:00:00 (-09:00);4933.0;17.0
MEX-México;GRU-Brasil;LATAM Airlines;20/04/2022 06:00:00 (-02:00);21/04/2022 15:00:00 (+12:00);4085.0;19.0
MEX-México;GRU-Brasil;Gol Airlines;24/04/2022 23:00:00 (-03:00);25/04/2022 18:00:00 (-05:00);4074.0;21.0
MEX-México;GRU-Brasil;American Airlines;02/04/2022 02:00:00 (+06:00);02/04/2022 20:00:00 (Z);3905.0;24.0
MEX-México;KIN-Jamaica;Ethiopian Airlines;15/04/2022 23:00:00 (-12:00);16/04/2022 21:00:00 (+09:00);3495.0;1.0
MEX-México;KIN-Jamaica;Emirates;04/04/2022 17:00:00 (+09:00);04/04/2022 05:00:00 (-06:00);3545.0;3.0
MEX-México;KIN-Jamaica;LATAM Airlines;01/04/2022 15:00:00 (+07:00);01/04/2022 12:00:00 (-03:00);2572.0;7.0
MEX-México;KIN-Jamaica;Lufthansa;22/04/2022 08:00:00 (+12:00);22/04/2022 10:00:00 (+05:00);4461.0;9.0
MEX-México;KIN-Jamaica;Gol Airlines;02/04/2022 19:00:00 (+10:00);03/04/2022 03:00:00 (+08:00);2015.0;10.0
MEX-México;KIN-Jamaica;American Airlines;14/04/2022 20:00:00 (-04:00);15/04/2022 14:00:00 (+02:00);3747.0;12.0
MEX-México;KIN-Jamaica;United Airlines;13/04/2022 01:00:00 (+11:00);13/04/2022 00:00:00 (-04:00);2841.0;14.0
MEX-México;KIN-Jamaica;Qatar Airways;28/04/2022 05:00:00 (-03:00);29/04/2022 13:00:00 (+10:00);3797.0;19.0
MEX-México;KIN-Jamaica;AirFrance;03/04/2022 20:00:00 (-01:00);04/04/2022 10:00:00 (-06:00);4658.0;19.0
MEX-México;KIN-Jamaica;AirCanada;15/04/2022 19:00:00 (+04:00);16/04/2022 10:00:00 (-04:00);2163.0;23.0
MEX-México;LIS-Portugal;United Airlines;09/04/2022 22:00:00 (-05:00);10/04/2022 13:00:00 (+08:00);4824.0;2.0
MEX-México;LIS-Portugal;Qatar Airways;09/04/2022 02:00:00 (+01:00);09/04/2022 05:00:00 (-04:00);3951.0;8.0
MEX-México;LIS-Portugal;AirFrance;15/04/2022 17:00:00 (+10:00);15/04/2022 07:00:00 (-09:00);2871.0;9.0
MEX-México;LIS-Portugal;American Airlines;22/04/2022 13:00:00 (-12:00);23/04/2022 03:00:00 (-10:00);2825.0;12.0
MEX-México;LIS-Portugal;Gol Airlines;18/04/2022 22:00:00 (+06:00);19/04/2022 15:00:00 (+08:00);3331.0;15.0
MEX-México;LIS-Portugal;Ethiopian Airlines;02/04/2022 08:00:00 (Z);03/04/2022 01:00:00 (+01:00);3258.0;16.0
MEX-México;LIS-Portugal;LATAM Airlines;14/04/2022 12:00:00 (-09:00);15/04/2022 15:00:00 (+01:00);2217.0;17.0
MEX-México;LIS-Portugal;AirCanada;04/04/2022 06:00:00 (+08:00);04/04/2022 13:00:00 (-05:00);3400.0;20.0
MEX-México;LIS-Portugal;Emirates;11/04/2022 06:00:00 (-09:00);12/04/2022 11:00:00 (-02:00);2246.0;22.0
MEX-México;LIS-Portugal;Lufthansa;11/04/2022 18:00:00 (+04:00);12/04/2022 05:00:00 (-07:00);2654.0;22.0
MEX-México;MEL-Austrália;Emirates;12/04/2022 18:00:00 (-02:00);12/04/2022 16:00:00 (-06:00);3914.0;2.0
MEX-México;MEL-Austrália;Qatar Airways;11/04/2022 05:00:00 (-07:00);11/04/2022 06:00:00 (-12:00);4455.0;6.0
MEX-México;MEL-Austrália;AirFrance;19/04/2022 21:00:00 (+01:00);20/04/2022 10:00:00 (+04:00);2255.0;10.0
MEX-México;MEL-Austrália;United Airlines;27/04/2022 13:00:00 (-12:00);28/04/2022 16:00:00 (+05:00);4800.0;10.0
MEX-México;MEL-Austrália;American Airlines;02/04/2022 17:00:00 (-01:00);03/04/2022 17:00:00 (+11:00);3264.0;12.0
MEX-México;MEL-Austrália;Gol Airlines;30/04/2022 01:00:00 (-02:00);30/04/2022 19:00:00 (+03:00);2588.0;13.0
MEX-México;MEL-Austrália;Ethiopian Airlines;20/04/2022 15:00:00 (+03:00);21/04/2022 13:00:00 (+08:00);2669.0;17.0
MEX-México;MEL-Austrália;AirCanada;22/04/2022 04:00:00 (-10:00);22/04/2022 21:00:00 (-12:00);2231.0;19.0
MEX-México;MEL-Austrália;LATAM Airlines;02/04/2022 23:00:00 (Z);03/04/2022 15:00:00 (-06:00);4173.0;22.0
MEX-México;MEL-Austrália;Lufthansa;08/04/2022 15:00:00 (+06:00);09/04/2022 10:00:00 (+02:00);3527.0;23.0
MEX-México;NRT-Japão;Gol Airlines;19/04/2022 15:00:00 (-09:00);19/04/2022 19:00:00 (-06:00);2983.0;1.0
MEX-México;NRT-Japão;American Airlines;04/04/2022 16:00:00 (+02:00);04/04/2022 11:00:00 (-05:00);2748.0;2.0
MEX-México;NRT-Japão;Lufthansa;03/04/2022 19:00:00 (+03:00);03/04/2022 11:00:00 (-09:00);4679.0;4.0
MEX-México;NRT-Japão;LATAM Airlines;22/04/2022 22:00:00 (-09:00);23/04/2022 18:00:00 (+03:00);3595.0;8.0
MEX-México;NRT-Japão;Qatar Airways;20/04/2022 04:00:00 (-01:00);21/04/2022 00:00:00 (+09:00);2405.0;10.0
MEX-México;NRT-Japão;Ethiopian Airlines;02/04/2022 09:00:00 (-02:00);03/04/2022 04:00:00 (+07:00);3256.0;10.0
MEX-México;NRT-Japão;AirCanada;24/04/2022 01:00:00 (-01:00);24/04/2022 19:00:00 (+07:00);3770.0;10.0
MEX-México;NRT-Japão;AirFrance;18/04/2022 13:00:00 (-08:00);19/04/2022 07:00:00 (-02:00);4096.0;12.0
MEX-México;NRT-Japão;United Airlines;09/04/2022 04:00:00 (Z);09/04/2022 22:00:00 (-06:00);3684.0;24.0
MEX-México;NRT-Japão;Emirates;18/04/2022 01:00:00 (+01:00);18/04/2022 21:00:00 (-03:00);3754.0;24.0
MEX-México;PEK-China;Qatar Airways;28/04/2022 09:00:00 (+02:00);28/04/2022 09:00:00 (-03:00);3520.0;5.0
MEX-México;PEK-China;American Airlines;29/04/2022 13:00:00 (-08:00);30/04/2022 08:00:00 (+05:00);4143.0;6.0
MEX-México;PEK-China;AirFrance;07/04/2022 11:00:00 (-03:00);07/04/2022 22:00:00 (Z);4263.0;8.0
MEX-México;PEK-China;Ethiopian Airlines;06/04/2022 23:00:00 (-04:00);07/04/2022 04:00:00 (-11:00);2061.0;12.0
MEX-México;PEK-China;Gol Airlines;30/04/2022 08:00:00 (+03:00);30/04/2022 05:00:00 (-12:00);3507.0;12.0
MEX-México;PEK-China;LATAM Airlines;06/04/2022 09:00:00 (+09:00);06/04/2022 17:00:00 (+04:00);2974.0;13.0
MEX-México;PEK-China;Lufthansa;20/04/2022 04:00:00 (-07:00);20/04/2022 18:00:00 (-06:00);4290.0;13.0
MEX-México;PEK-China;Emirates;10/04/2022 22:00:00 (-05:00);11/04/2022 16:00:00 (Z);4348.0;13.0
MEX-México;PEK-China;AirCanada;05/04/2022 08:00:00 (+07:00);05/04/2022 12:00:00 (-03:00);3962.0;14.0
MEX-México;PEK-China;United Airlines;12/04/2022 05:00:00 (-08:00);13/04/2022 11:00:00 (+04:00);3952.0;18.0
MEX-México;YYC-Canada;Ethiopian Airlines;05/04/2022 20:00:00 (Z);05/04/2022 10:00:00 (-12:00);2925.0;2.0
MEX-México;YYC-Canada;Gol Airlines;21/04/2022 23:00:00 (Z);22/04/2022 03:00:00 (Z);4786.0;4.0
MEX-México;YYC-Canada;AirFrance;19/04/2022 13:00:00 (+05:00);19/04/2022 21:00:00 (+07:00);2301.0;6.0
MEX-México;YYC-Canada;Lufthansa;13/04/2022 22:00:00 (-10:00);14/04/2022 15:00:00 (-01:00);2341.0;8.0
MEX-México;YYC-Canada;Emirates;26/04/2022 11:00:00 (+01:00);26/04/2022 10:00:00 (-11:00);2129.0;11.0
MEX-México;YYC-Canada;American Airlines;08/04/2022 21:00:00 (+12:00);09/04/2022 05:00:00 (+07:00);3616.0;13.0
MEX-México;YYC-Canada;LATAM Airlines;30/04/2022 13:00:00 (+07:00);01/05/2022 08:00:00 (+11:00);4846.0;15.0
MEX-México;YYC-Canada;United Airlines;07/04/2022 08:00:00 (-01:00);08/04/2022 14:00:00 (+11:00);4941.0;18.0
MEX-México;YYC-Canada;Qatar Airways;27/04/2022 04:00:00 (+02:00);28/04/2022 13:00:00 (+12:00);3005.0;23.0
MEX-México;YYC-Canada;AirCanada;13/04/2022 11:00:00 (+07:00);13/04/2022 19:00:00 (-08:00);4693.0;23.0
NRT-Japão;FEN-Brasil;Ethiopian Airlines;28/04/2022 21:00:00 (+01:00);28/04/2022 21:00:00 (Z);2810.0;1.0
NRT-Japão;FEN-Brasil;Qatar Airways;11/04/2022 23:00:00 (+08:00);11/04/2022 05:00:00 (-12:00);3994.0;2.0
NRT-Japão;FEN-Brasil;Gol Airlines;05/04/2022 09:00:00 (+07:00);05/04/2022 18:00:00 (+12:00);2748.0;4.0
NRT-Japão;FEN-Brasil;American Airlines;04/04/2022 14:00:00 (+10:00);04/04/2022 10:00:00 (+02:00);2843.0;4.0
NRT-Japão;FEN-Brasil;United Airlines;10/04/2022 14:00:00 (Z);11/04/2022 08:00:00 (+12:00);4718.0;6.0
NRT-Japão;FEN-Brasil;LATAM Airlines;08/04/2022 06:00:00 (+08:00);08/04/2022 04:00:00 (-02:00);3293.0;8.0
NRT-Japão;FEN-Brasil;AirFrance;22/04/2022 03:00:00 (-04:00);23/04/2022 05:00:00 (+12:00);4117.0;10.0
NRT-Japão;FEN-Brasil;Emirates;02/04/2022 10:00:00 (+05:00);02/04/2022 09:00:00 (-08:00);4854.0;12.0
NRT-Japão;FEN-Brasil;AirCanada;11/04/2022 03:00:00 (+12:00);11/04/2022 04:00:00 (-04:00);4740.0;17.0
NRT-Japão;FEN-Brasil;Lufthansa;29/04/2022 03:00:00 (-04:00);30/04/2022 05:00:00 (+01:00);2317.0;21.0
NRT-Japão;GRU-Brasil;AirFrance;13/04/2022 19:00:00 (-03:00);14/04/2022 11:00:00 (+12:00);4063.0;1.0
NRT-Japão;GRU-Brasil;Emirates;20/04/2022 18:00:00 (-09:00);21/04/2022 01:00:00 (-09:00);3625.0;7.0
NRT-Japão;GRU-Brasil;United Airlines;03/04/2022 00:00:00 (-06:00);03/04/2022 20:00:00 (+07:00);3697.0;7.0
NRT-Japão;GRU-Brasil;Lufthansa;03/04/2022 12:00:00 (+02:00);03/04/2022 12:00:00 (-05:00);4098.0;7.0
NRT-Japão;GRU-Brasil;American Airlines;23/04/2022 22:00:00 (+09:00);23/04/2022 17:00:00 (-07:00);4289.0;11.0
NRT-Japão;GRU-Brasil;Gol Airlines;26/04/2022 17:00:00 (-11:00);27/04/2022 12:00:00 (-05:00);2594.0;13.0
NRT-Japão;GRU-Brasil;Qatar Airways;26/04/2022 09:00:00 (+04:00);26/04/2022 09:00:00 (-12:00);2972.0;16.0
NRT-Japão;GRU-Brasil;LATAM Airlines;19/04/2022 02:00:00 (+08:00);19/04/2022 02:00:00 (-08:00);4304.0;16.0
NRT-Japão;GRU-Brasil;AirCanada;28/04/2022 16:00:00 (-01:00);29/04/2022 19:00:00 (+08:00);2746.0;18.0
NRT-Japão;GRU-Brasil;Ethiopian Airlines;25/04/2022 06:00:00 (+10:00);25/04/2022 05:00:00 (-10:00);2263.0;19.0
NRT-Japão;KIN-Jamaica;Qatar Airways;26/04/2022 16:00:00 (-01:00);27/04/2022 00:00:00 (+04:00);4942.0;3.0
NRT-Japão;KIN-Jamaica;American Airlines;24/04/2022 19:00:00 (+09:00);24/04/2022 23:00:00 (+09:00);4269.0;4.0
NRT-Japão;KIN-Jamaica;Gol Airlines;14/04/2022 20:00:00 (+01:00);15/04/2022 08:00:00 (+08:00);4646.0;5.0
NRT-Japão;KIN-Jamaica;AirCanada;18/04/2022 20:00:00 (+11:00);18/04/2022 23:00:00 (+05:00);3563.0;9.0
NRT-Japão;KIN-Jamaica;AirFrance;24/04/2022 08:00:00 (+11:00);24/04/2022 12:00:00 (+03:00);4826.0;12.0
NRT-Japão;KIN-Jamaica;LATAM Airlines;25/04/2022 14:00:00 (+12:00);25/04/2022 17:00:00 (+01:00);4349.0;14.0
NRT-Japão;KIN-Jamaica;United Airlines;03/04/2022 13:00:00 (+10:00);03/04/2022 09:00:00 (-10:00);3040.0;16.0
NRT-Japão;KIN-Jamaica;Lufthansa;05/04/2022 22:00:00 (-03:00);06/04/2022 11:00:00 (-08:00);2428.0;18.0
NRT-Japão;KIN-Jamaica;Ethiopian Airlines;04/04/2022 12:00:00 (-07:00);06/04/2022 02:00:00 (+07:00);2359.0;24.0
NRT-Japão;KIN-Jamaica;Emirates;12/04/2022 11:00:00 (+01:00);13/04/2022 08:00:00 (-02:00);4274.0;24.0
NRT-Japão;LIS-Portugal;Ethiopian Airlines;03/04/2022 09:00:00 (+06:00);02/04/2022 16:00:00 (-12:00);2619.0;1.0
NRT-Japão;LIS-Portugal;Qatar Airways;29/04/2022 07:00:00 (+01:00);28/04/2022 20:00:00 (-11:00);2766.0;1.0
NRT-Japão;LIS-Portugal;Emirates;27/04/2022 09:00:00 (-04:00);27/04/2022 15:00:00 (+01:00);3185.0;1.0
NRT-Japão;LIS-Portugal;United Airlines;12/04/2022 02:00:00 (-02:00);12/04/2022 02:00:00 (-07:00);3768.0;5.0
NRT-Japão;LIS-Portugal;Lufthansa;02/04/2022 01:00:00 (-09:00);02/04/2022 10:00:00 (-11:00);2663.0;11.0
NRT-Japão;LIS-Portugal;AirCanada;23/04/2022 14:00:00 (+05:00);23/04/2022 15:00:00 (-10:00);3302.0;16.0
NRT-Japão;LIS-Portugal;Gol Airlines;27/04/2022 09:00:00 (-06:00);28/04/2022 18:00:00 (+11:00);4984.0;16.0
NRT-Japão;LIS-Portugal;AirFrance;22/04/2022 01:00:00 (-09:00);22/04/2022 19:00:00 (-10:00);2040.0;19.0
NRT-Japão;LIS-Portugal;American Airlines;30/04/2022 22:00:00 (-02:00);01/05/2022 20:00:00 (-01:00);2822.0;21.0
NRT-Japão;LIS-Portugal;LATAM Airlines;18/04/2022 02:00:00 (+04:00);19/04/2022 01:00:00 (+03:00);3608.0;24.0
NRT-Japão;MEL-Austrália;Ethiopian Airlines;28/04/2022 14:00:00 (-08:00);29/04/2022 07:00:00 (Z);3567.0;9.0
NRT-Japão;MEL-Austrália;Emirates;06/04/2022 14:00:00 (-03:00);07/04/2022 05:00:00 (+02:00);4572.0;10.0
NRT-Japão;MEL-Austrália;LATAM Airlines;03/04/2022 04:00:00 (-12:00);04/04/2022 11:00:00 (+08:00);3399.0;11.0
NRT-Japão;MEL-Austrália;Qatar Airways;04/04/2022 03:00:00 (+11:00);04/04/2022 16:00:00 (+12:00);2345.0;12.0
NRT-Japão;MEL-Austrália;Gol Airlines;26/04/2022 06:00:00 (-06:00);27/04/2022 15:00:00 (+11:00);4640.0;16.0
NRT-Japão;MEL-Austrália;AirCanada;24/04/2022 12:00:00 (-05:00);25/04/2022 17:00:00 (+06:00);3451.0;18.0
NRT-Japão;MEL-Austrália;United Airlines;17/04/2022 01:00:00 (+01:00);17/04/2022 16:00:00 (-03:00);2937.0;19.0
NRT-Japão;MEL-Austrália;AirFrance;16/04/2022 13:00:00 (+06:00);17/04/2022 08:00:00 (+03:00);3357.0;22.0
NRT-Japão;MEL-Austrália;Lufthansa;10/04/2022 22:00:00 (-09:00);12/04/2022 12:00:00 (+07:00);3418.0;22.0
NRT-Japão;MEL-Austrália;American Airlines;17/04/2022 01:00:00 (-06:00);17/04/2022 23:00:00 (-08:00);4185.0;24.0
NRT-Japão;PEK-China;LATAM Airlines;20/04/2022 10:00:00 (-07:00);20/04/2022 10:00:00 (-09:00);4814.0;2.0
NRT-Japão;PEK-China;Qatar Airways;15/04/2022 10:00:00 (-07:00);16/04/2022 02:00:00 (+05:00);2208.0;4.0
NRT-Japão;PEK-China;Lufthansa;23/04/2022 17:00:00 (-09:00);24/04/2022 19:00:00 (+09:00);3717.0;8.0
NRT-Japão;PEK-China;Gol Airlines;10/04/2022 07:00:00 (Z);10/04/2022 13:00:00 (-02:00);4928.0;8.0
NRT-Japão;PEK-China;Emirates;24/04/2022 09:00:00 (-03:00);24/04/2022 21:00:00 (Z);3745.0;9.0
NRT-Japão;PEK-China;AirFrance;16/04/2022 21:00:00 (+01:00);17/04/2022 18:00:00 (+09:00);2285.0;13.0
NRT-Japão;PEK-China;American Airlines;06/04/2022 04:00:00 (-04:00);07/04/2022 01:00:00 (+03:00);4208.0;14.0
NRT-Japão;PEK-China;United Airlines;23/04/2022 01:00:00 (-03:00);23/04/2022 14:00:00 (-07:00);3007.0;17.0
NRT-Japão;PEK-China;Ethiopian Airlines;01/04/2022 00:00:00 (+01:00);02/04/2022 03:00:00 (+11:00);4173.0;17.0
NRT-Japão;PEK-China;AirCanada;25/04/2022 11:00:00 (-12:00);26/04/2022 21:00:00 (Z);2088.0;22.0
NRT-Japão;YYC-Canada;Lufthansa;25/04/2022 12:00:00 (+05:00);25/04/2022 07:00:00 (-02:00);2052.0;2.0
NRT-Japão;YYC-Canada;Emirates;19/04/2022 13:00:00 (-07:00);19/04/2022 12:00:00 (-12:00);4390.0;4.0
NRT-Japão;YYC-Canada;United Airlines;03/04/2022 12:00:00 (-04:00);03/04/2022 21:00:00 (+01:00);4416.0;4.0
NRT-Japão;YYC-Canada;Gol Airlines;09/04/2022 11:00:00 (+05:00);09/04/2022 18:00:00 (+03:00);2195.0;9.0
NRT-Japão;YYC-Canada;LATAM Airlines;22/04/2022 08:00:00 (+04:00);22/04/2022 14:00:00 (+01:00);4372.0;9.0
NRT-Japão;YYC-Canada;American Airlines;07/04/2022 03:00:00 (-08:00);07/04/2022 09:00:00 (-12:00);4847.0;10.0
NRT-Japão;YYC-Canada;Ethiopian Airlines;27/04/2022 08:00:00 (-12:00);28/04/2022 13:00:00 (+03:00);4543.0;14.0
NRT-Japão;YYC-Canada;AirCanada;13/04/2022 00:00:00 (+04:00);13/04/2022 15:00:00 (+04:00);2920.0;15.0
NRT-Japão;YYC-Canada;AirFrance;08/04/2022 08:00:00 (+05:00);08/04/2022 17:00:00 (-01:00);4414.0;15.0
NRT-Japão;YYC-Canada;Qatar Airways;22/04/2022 05:00:00 (Z);23/04/2022 00:00:00 (+02:00);4284.0;17.0
PEK-China;FEN-Brasil;LATAM Airlines;14/04/2022 17:00:00 (-05:00);15/04/2022 03:00:00 (+03:00);3849.0;2.0
PEK-China;FEN-Brasil;Ethiopian Airlines;14/04/2022 19:00:00 (-01:00);15/04/2022 01:00:00 (+03:00);3984.0;2.0
PEK-China;FEN-Brasil;AirCanada;26/04/2022 21:00:00 (-11:00);27/04/2022 09:00:00 (-03:00);2419.0;4.0
PEK-China;FEN-Brasil;Qatar Airways;08/04/2022 04:00:00 (-03:00);08/04/2022 13:00:00 (+01:00);2736.0;5.0
PEK-China;FEN-Brasil;Gol Airlines;27/04/2022 16:00:00 (Z);28/04/2022 03:00:00 (+01:00);4152.0;10.0
PEK-China;FEN-Brasil;Emirates;22/04/2022 19:00:00 (-12:00);24/04/2022 07:00:00 (+12:00);3089.0;12.0
PEK-China;FEN-Brasil;United Airlines;08/04/2022 19:00:00 (+10:00);08/04/2022 21:00:00 (-05:00);2796.0;17.0
PEK-China;FEN-Brasil;American Airlines;14/04/2022 02:00:00 (-04:00);15/04/2022 05:00:00 (+05:00);2108.0;18.0
PEK-China;FEN-Brasil;AirFrance;27/04/2022 15:00:00 (+06:00);28/04/2022 04:00:00 (-01:00);4321.0;20.0
PEK-China;FEN-Brasil;Lufthansa;19/04/2022 14:00:00 (-09:00);20/04/2022 22:00:00 (+01:00);3727.0;22.0
PEK-China;GRU-Brasil;Lufthansa;21/04/2022 03:00:00 (+07:00);20/04/2022 13:00:00 (-09:00);2088.0;2.0
PEK-China;GRU-Brasil;LATAM Airlines;14/04/2022 12:00:00 (+04:00);14/04/2022 10:00:00 (-04:00);2406.0;6.0
PEK-China;GRU-Brasil;American Airlines;22/04/2022 01:00:00 (-08:00);22/04/2022 22:00:00 (+07:00);4602.0;6.0
PEK-China;GRU-Brasil;Emirates;21/04/2022 00:00:00 (-06:00);21/04/2022 08:00:00 (-12:00);3962.0;14.0
PEK-China;GRU-Brasil;AirCanada;22/04/2022 08:00:00 (+12:00);22/04/2022 21:00:00 (+06:00);4574.0;19.0
PEK-China;GRU-Brasil;Gol Airlines;13/04/2022 14:00:00 (+06:00);14/04/2022 00:00:00 (-04:00);3139.0;20.0
PEK-China;GRU-Brasil;AirFrance;09/04/2022 07:00:00 (-10:00);10/04/2022 18:00:00 (+04:00);2186.0;21.0
PEK-China;GRU-Brasil;United Airlines;05/04/2022 01:00:00 (+11:00);05/04/2022 18:00:00 (+07:00);2936.0;21.0
PEK-China;GRU-Brasil;Ethiopian Airlines;21/04/2022 15:00:00 (+10:00);21/04/2022 17:00:00 (-10:00);4168.0;22.0
PEK-China;GRU-Brasil;Qatar Airways;15/04/2022 14:00:00 (+07:00);16/04/2022 01:00:00 (-05:00);2786.0;23.0
PEK-China;KIN-Jamaica;AirCanada;30/04/2022 06:00:00 (-11:00);30/04/2022 09:00:00 (-09:00);2697.0;1.0
